"","County","Year","Count_ExHeat_Days"
"68703","Pender",2010,84
"68704","Pender",2011,72
"68705","Pender",2012,45
"68706","Pender",2013,8
"68707","Pender",2014,42
"68708","Pender",2015,39
"68709","Pender",2016,46
"68710","Pender",2017,20
"68711","Pender",2018,20
"68712","Pender",2019,58
"68713","Pender",2020,31
"68714","Pender",2021,29
"68744","Pender",2008,29
"68745","Pender",2009,78
"68746","Pender",2010,80
"68747","Pender",2011,67
"68748","Pender",2012,44
"68749","Pender",2013,7
"68750","Pender",2014,38
"68751","Pender",2015,38
"68752","Pender",2016,42
"68753","Pender",2017,16
"68754","Pender",2018,17
"68755","Pender",2019,56
"68756","Pender",2020,26
"68757","Pender",2021,24
"68787","Pender",2008,31
"68788","Pender",2009,81
"68789","Pender",2010,81
"68790","Pender",2011,70
"68791","Pender",2012,44
"68792","Pender",2013,8
"68793","Pender",2014,40
"68794","Pender",2015,38
"68795","Pender",2016,44
"68796","Pender",2017,20
"68797","Pender",2018,18
"68798","Pender",2019,56
"68799","Pender",2020,27
"68800","Pender",2021,26
"68830","Pender",2008,26
"68831","Pender",2009,73
"68832","Pender",2010,68
"68833","Pender",2011,63
"68834","Pender",2012,41
"68835","Pender",2013,7
"68836","Pender",2014,29
"68837","Pender",2015,33
"68838","Pender",2016,38
"68839","Pender",2017,16
"68840","Pender",2018,17
"68841","Pender",2019,51
"68842","Pender",2020,25
"68843","Pender",2021,20
"68873","Pender",2008,33
"68874","Pender",2009,85
"68875","Pender",2010,87
"68876","Pender",2011,73
"68877","Pender",2012,44
"68878","Pender",2013,8
"68879","Pender",2014,44
"68880","Pender",2015,39
"68881","Pender",2016,46
"68882","Pender",2017,21
"68883","Pender",2018,21
"68884","Pender",2019,56
"68885","Pender",2020,27
"68886","Pender",2021,28
"68916","Pender",2008,33
"68917","Pender",2009,84
"68918","Pender",2010,86
"68919","Pender",2011,72
"68920","Pender",2012,43
"68921","Pender",2013,7
"68922","Pender",2014,42
"68923","Pender",2015,39
"68924","Pender",2016,47
"68925","Pender",2017,22
"68926","Pender",2018,20
"68927","Pender",2019,57
"68928","Pender",2020,26
"68929","Pender",2021,28
"68959","Pender",2008,20
"68960","Pender",2009,63
"68961","Pender",2010,64
"68962","Pender",2011,56
"68963","Pender",2012,32
"68964","Pender",2013,2
"68965","Pender",2014,28
"68966","Pender",2015,28
"68967","Pender",2016,29
"68968","Pender",2017,14
"68969","Pender",2018,12
"68970","Pender",2019,41
"68971","Pender",2020,18
"68972","Pender",2021,12
"69002","Pender",2008,17
"69003","Pender",2009,57
"69004","Pender",2010,57
"69005","Pender",2011,46
"69006","Pender",2012,29
"69007","Pender",2013,2
"69008","Pender",2014,27
"69009","Pender",2015,24
"69010","Pender",2016,26
"69011","Pender",2017,9
"69012","Pender",2018,8
"69013","Pender",2019,35
"69014","Pender",2020,17
"69015","Pender",2021,9
"69045","Pender",2008,0
"69046","Pender",2009,1
"69047","Pender",2010,1
"69048","Pender",2011,2
"69049","Pender",2012,0
"69050","Pender",2013,0
"69051","Pender",2014,0
"69052","Pender",2015,1
"69053","Pender",2016,0
"69054","Pender",2017,0
"69055","Pender",2018,0
"69056","Pender",2019,0
"69057","Pender",2020,0
"69058","Pender",2021,0
"69088","Perquimans",2008,33
"69089","Perquimans",2009,35
"69090","Perquimans",2010,54
"69091","Perquimans",2011,52
"69092","Perquimans",2012,33
"69093","Perquimans",2013,15
"69094","Perquimans",2014,28
"69095","Perquimans",2015,26
"69096","Perquimans",2016,32
"69097","Perquimans",2017,13
"69098","Perquimans",2018,9
"69099","Perquimans",2019,32
"69100","Perquimans",2020,20
"69101","Perquimans",2021,11
"69131","Perquimans",2008,44
"69132","Perquimans",2009,40
"69133","Perquimans",2010,66
"69134","Perquimans",2011,66
"69135","Perquimans",2012,37
"69136","Perquimans",2013,20
"69137","Perquimans",2014,38
"69138","Perquimans",2015,35
"69139","Perquimans",2016,36
"69140","Perquimans",2017,17
"69141","Perquimans",2018,15
"69142","Perquimans",2019,42
"69143","Perquimans",2020,29
"69144","Perquimans",2021,22
"69174","Perquimans",2008,39
"69175","Perquimans",2009,40
"69176","Perquimans",2010,63
"69177","Perquimans",2011,62
"69178","Perquimans",2012,35
"69179","Perquimans",2013,20
"69180","Perquimans",2014,37
"69181","Perquimans",2015,33
"69182","Perquimans",2016,34
"69183","Perquimans",2017,15
"69184","Perquimans",2018,15
"69185","Perquimans",2019,39
"69186","Perquimans",2020,26
"69187","Perquimans",2021,15
"69217","Person",2008,39
"69218","Person",2009,26
"69219","Person",2010,64
"69220","Person",2011,79
"69221","Person",2012,60
"69222","Person",2013,17
"69223","Person",2014,46
"69224","Person",2015,37
"69225","Person",2016,37
"69226","Person",2017,25
"69227","Person",2018,39
"69228","Person",2019,32
"69229","Person",2020,32
"69230","Person",2021,28
"69260","Person",2008,40
"69261","Person",2009,24
"69262","Person",2010,62
"69263","Person",2011,82
"69264","Person",2012,60
"69265","Person",2013,17
"69266","Person",2014,46
"69267","Person",2015,40
"69268","Person",2016,40
"69269","Person",2017,26
"69270","Person",2018,39
"69271","Person",2019,33
"69272","Person",2020,31
"69273","Person",2021,33
"69303","Person",2008,39
"69304","Person",2009,25
"69305","Person",2010,61
"69306","Person",2011,79
"69307","Person",2012,58
"69308","Person",2013,18
"69309","Person",2014,47
"69310","Person",2015,39
"69311","Person",2016,37
"69312","Person",2017,25
"69313","Person",2018,38
"69314","Person",2019,33
"69315","Person",2020,32
"69316","Person",2021,27
"69346","Person",2008,39
"69347","Person",2009,25
"69348","Person",2010,61
"69349","Person",2011,79
"69350","Person",2012,58
"69351","Person",2013,18
"69352","Person",2014,47
"69353","Person",2015,39
"69354","Person",2016,37
"69355","Person",2017,25
"69356","Person",2018,38
"69357","Person",2019,33
"69358","Person",2020,32
"69359","Person",2021,27
"69389","Person",2008,38
"69390","Person",2009,29
"69391","Person",2010,68
"69392","Person",2011,82
"69393","Person",2012,57
"69394","Person",2013,16
"69395","Person",2014,45
"69396","Person",2015,41
"69397","Person",2016,37
"69398","Person",2017,28
"69399","Person",2018,39
"69400","Person",2019,33
"69401","Person",2020,32
"69402","Person",2021,29
"69432","Person",2008,38
"69433","Person",2009,28
"69434","Person",2010,63
"69435","Person",2011,81
"69436","Person",2012,57
"69437","Person",2013,12
"69438","Person",2014,41
"69439","Person",2015,40
"69440","Person",2016,36
"69441","Person",2017,26
"69442","Person",2018,35
"69443","Person",2019,29
"69444","Person",2020,28
"69445","Person",2021,26
"69475","Person",2008,38
"69476","Person",2009,29
"69477","Person",2010,66
"69478","Person",2011,81
"69479","Person",2012,57
"69480","Person",2013,14
"69481","Person",2014,42
"69482","Person",2015,41
"69483","Person",2016,37
"69484","Person",2017,29
"69485","Person",2018,37
"69486","Person",2019,30
"69487","Person",2020,32
"69488","Person",2021,27
"69518","Pitt",2008,42
"69519","Pitt",2009,77
"69520","Pitt",2010,78
"69521","Pitt",2011,76
"69522","Pitt",2012,44
"69523","Pitt",2013,25
"69524","Pitt",2014,45
"69525","Pitt",2015,38
"69526","Pitt",2016,41
"69527","Pitt",2017,18
"69528","Pitt",2018,22
"69529","Pitt",2019,57
"69530","Pitt",2020,32
"69531","Pitt",2021,22
"69561","Pitt",2008,42
"69562","Pitt",2009,77
"69563","Pitt",2010,78
"69564","Pitt",2011,76
"69565","Pitt",2012,44
"69566","Pitt",2013,25
"69567","Pitt",2014,45
"69568","Pitt",2015,39
"69569","Pitt",2016,41
"69570","Pitt",2017,18
"69571","Pitt",2018,22
"69572","Pitt",2019,56
"69573","Pitt",2020,32
"69574","Pitt",2021,22
"69604","Pitt",2008,42
"69605","Pitt",2009,77
"69606","Pitt",2010,78
"69607","Pitt",2011,76
"69608","Pitt",2012,44
"69609","Pitt",2013,25
"69610","Pitt",2014,45
"69611","Pitt",2015,39
"69612","Pitt",2016,41
"69613","Pitt",2017,18
"69614","Pitt",2018,22
"69615","Pitt",2019,56
"69616","Pitt",2020,32
"69617","Pitt",2021,22
"69647","Pitt",2008,42
"69648","Pitt",2009,77
"69649","Pitt",2010,78
"69650","Pitt",2011,76
"69651","Pitt",2012,44
"69652","Pitt",2013,25
"69653","Pitt",2014,45
"69654","Pitt",2015,39
"69655","Pitt",2016,41
"69656","Pitt",2017,18
"69657","Pitt",2018,22
"69658","Pitt",2019,56
"69659","Pitt",2020,32
"69660","Pitt",2021,22
"69690","Pitt",2008,42
"69691","Pitt",2009,77
"69692","Pitt",2010,78
"69693","Pitt",2011,76
"69694","Pitt",2012,44
"69695","Pitt",2013,25
"69696","Pitt",2014,45
"69697","Pitt",2015,39
"69698","Pitt",2016,41
"69699","Pitt",2017,18
"69700","Pitt",2018,22
"69701","Pitt",2019,56
"69702","Pitt",2020,32
"69703","Pitt",2021,22
"69733","Pitt",2008,42
"69734","Pitt",2009,77
"69735","Pitt",2010,78
"69736","Pitt",2011,76
"69737","Pitt",2012,44
"69738","Pitt",2013,25
"69739","Pitt",2014,45
"69740","Pitt",2015,39
"69741","Pitt",2016,41
"69742","Pitt",2017,18
"69743","Pitt",2018,22
"69744","Pitt",2019,56
"69745","Pitt",2020,32
"69746","Pitt",2021,22
"69776","Pitt",2008,43
"69777","Pitt",2009,76
"69778","Pitt",2010,78
"69779","Pitt",2011,73
"69780","Pitt",2012,45
"69781","Pitt",2013,25
"69782","Pitt",2014,45
"69783","Pitt",2015,39
"69784","Pitt",2016,42
"69785","Pitt",2017,18
"69786","Pitt",2018,22
"69787","Pitt",2019,56
"69788","Pitt",2020,31
"69789","Pitt",2021,22
"69819","Pitt",2008,42
"69820","Pitt",2009,77
"69821","Pitt",2010,78
"69822","Pitt",2011,76
"69823","Pitt",2012,44
"69824","Pitt",2013,25
"69825","Pitt",2014,45
"69826","Pitt",2015,39
"69827","Pitt",2016,41
"69828","Pitt",2017,18
"69829","Pitt",2018,22
"69830","Pitt",2019,56
"69831","Pitt",2020,32
"69832","Pitt",2021,22
"69862","Pitt",2008,43
"69863","Pitt",2009,76
"69864","Pitt",2010,78
"69865","Pitt",2011,73
"69866","Pitt",2012,45
"69867","Pitt",2013,25
"69868","Pitt",2014,45
"69869","Pitt",2015,39
"69870","Pitt",2016,42
"69871","Pitt",2017,18
"69872","Pitt",2018,22
"69873","Pitt",2019,56
"69874","Pitt",2020,31
"69875","Pitt",2021,22
"69905","Pitt",2008,43
"69906","Pitt",2009,76
"69907","Pitt",2010,78
"69908","Pitt",2011,73
"69909","Pitt",2012,45
"69910","Pitt",2013,25
"69911","Pitt",2014,45
"69912","Pitt",2015,39
"69913","Pitt",2016,42
"69914","Pitt",2017,18
"69915","Pitt",2018,22
"69916","Pitt",2019,56
"69917","Pitt",2020,31
"69918","Pitt",2021,22
"69948","Pitt",2008,43
"69949","Pitt",2009,76
"69950","Pitt",2010,78
"69951","Pitt",2011,73
"69952","Pitt",2012,45
"69953","Pitt",2013,25
"69954","Pitt",2014,45
"69955","Pitt",2015,39
"69956","Pitt",2016,42
"69957","Pitt",2017,18
"69958","Pitt",2018,22
"69959","Pitt",2019,56
"69960","Pitt",2020,31
"69961","Pitt",2021,22
"69991","Pitt",2008,43
"69992","Pitt",2009,76
"69993","Pitt",2010,78
"69994","Pitt",2011,73
"69995","Pitt",2012,45
"69996","Pitt",2013,25
"69997","Pitt",2014,45
"69998","Pitt",2015,39
"69999","Pitt",2016,42
"70000","Pitt",2017,18
"70001","Pitt",2018,22
"70002","Pitt",2019,56
"70003","Pitt",2020,31
"70004","Pitt",2021,22
"70034","Pitt",2008,43
"70035","Pitt",2009,76
"70036","Pitt",2010,78
"70037","Pitt",2011,73
"70038","Pitt",2012,45
"70039","Pitt",2013,25
"70040","Pitt",2014,45
"70041","Pitt",2015,39
"70042","Pitt",2016,42
"70043","Pitt",2017,18
"70044","Pitt",2018,22
"70045","Pitt",2019,56
"70046","Pitt",2020,31
"70047","Pitt",2021,22
"70077","Pitt",2008,42
"70078","Pitt",2009,71
"70079","Pitt",2010,77
"70080","Pitt",2011,74
"70081","Pitt",2012,44
"70082","Pitt",2013,25
"70083","Pitt",2014,46
"70084","Pitt",2015,41
"70085","Pitt",2016,40
"70086","Pitt",2017,17
"70087","Pitt",2018,25
"70088","Pitt",2019,56
"70089","Pitt",2020,33
"70090","Pitt",2021,25
"70120","Pitt",2008,42
"70121","Pitt",2009,72
"70122","Pitt",2010,77
"70123","Pitt",2011,75
"70124","Pitt",2012,44
"70125","Pitt",2013,25
"70126","Pitt",2014,46
"70127","Pitt",2015,41
"70128","Pitt",2016,40
"70129","Pitt",2017,18
"70130","Pitt",2018,24
"70131","Pitt",2019,56
"70132","Pitt",2020,33
"70133","Pitt",2021,23
"70163","Pitt",2008,43
"70164","Pitt",2009,77
"70165","Pitt",2010,80
"70166","Pitt",2011,75
"70167","Pitt",2012,44
"70168","Pitt",2013,25
"70169","Pitt",2014,45
"70170","Pitt",2015,40
"70171","Pitt",2016,41
"70172","Pitt",2017,18
"70173","Pitt",2018,23
"70174","Pitt",2019,58
"70175","Pitt",2020,32
"70176","Pitt",2021,23
"70206","Pitt",2008,42
"70207","Pitt",2009,77
"70208","Pitt",2010,78
"70209","Pitt",2011,76
"70210","Pitt",2012,44
"70211","Pitt",2013,25
"70212","Pitt",2014,45
"70213","Pitt",2015,39
"70214","Pitt",2016,41
"70215","Pitt",2017,18
"70216","Pitt",2018,22
"70217","Pitt",2019,56
"70218","Pitt",2020,32
"70219","Pitt",2021,22
"70249","Pitt",2008,42
"70250","Pitt",2009,77
"70251","Pitt",2010,78
"70252","Pitt",2011,76
"70253","Pitt",2012,44
"70254","Pitt",2013,25
"70255","Pitt",2014,45
"70256","Pitt",2015,39
"70257","Pitt",2016,41
"70258","Pitt",2017,18
"70259","Pitt",2018,22
"70260","Pitt",2019,56
"70261","Pitt",2020,32
"70262","Pitt",2021,22
"70292","Pitt",2008,43
"70293","Pitt",2009,76
"70294","Pitt",2010,78
"70295","Pitt",2011,76
"70296","Pitt",2012,44
"70297","Pitt",2013,25
"70298","Pitt",2014,45
"70299","Pitt",2015,37
"70300","Pitt",2016,40
"70301","Pitt",2017,18
"70302","Pitt",2018,22
"70303","Pitt",2019,56
"70304","Pitt",2020,32
"70305","Pitt",2021,21
"70335","Pitt",2008,42
"70336","Pitt",2009,76
"70337","Pitt",2010,77
"70338","Pitt",2011,75
"70339","Pitt",2012,45
"70340","Pitt",2013,18
"70341","Pitt",2014,44
"70342","Pitt",2015,36
"70343","Pitt",2016,39
"70344","Pitt",2017,17
"70345","Pitt",2018,20
"70346","Pitt",2019,53
"70347","Pitt",2020,30
"70348","Pitt",2021,20
"70378","Pitt",2008,43
"70379","Pitt",2009,76
"70380","Pitt",2010,78
"70381","Pitt",2011,73
"70382","Pitt",2012,45
"70383","Pitt",2013,25
"70384","Pitt",2014,45
"70385","Pitt",2015,39
"70386","Pitt",2016,42
"70387","Pitt",2017,18
"70388","Pitt",2018,22
"70389","Pitt",2019,56
"70390","Pitt",2020,31
"70391","Pitt",2021,22
"70421","Pitt",2008,43
"70422","Pitt",2009,76
"70423","Pitt",2010,78
"70424","Pitt",2011,73
"70425","Pitt",2012,45
"70426","Pitt",2013,25
"70427","Pitt",2014,45
"70428","Pitt",2015,39
"70429","Pitt",2016,42
"70430","Pitt",2017,18
"70431","Pitt",2018,22
"70432","Pitt",2019,56
"70433","Pitt",2020,31
"70434","Pitt",2021,22
"70464","Pitt",2008,42
"70465","Pitt",2009,77
"70466","Pitt",2010,78
"70467","Pitt",2011,76
"70468","Pitt",2012,44
"70469","Pitt",2013,25
"70470","Pitt",2014,45
"70471","Pitt",2015,39
"70472","Pitt",2016,41
"70473","Pitt",2017,18
"70474","Pitt",2018,22
"70475","Pitt",2019,56
"70476","Pitt",2020,32
"70477","Pitt",2021,22
"70507","Pitt",2008,43
"70508","Pitt",2009,77
"70509","Pitt",2010,80
"70510","Pitt",2011,76
"70511","Pitt",2012,46
"70512","Pitt",2013,20
"70513","Pitt",2014,46
"70514","Pitt",2015,36
"70515","Pitt",2016,43
"70516","Pitt",2017,18
"70517","Pitt",2018,22
"70518","Pitt",2019,56
"70519","Pitt",2020,30
"70520","Pitt",2021,22
"70550","Pitt",2008,43
"70551","Pitt",2009,77
"70552","Pitt",2010,80
"70553","Pitt",2011,76
"70554","Pitt",2012,46
"70555","Pitt",2013,20
"70556","Pitt",2014,46
"70557","Pitt",2015,36
"70558","Pitt",2016,43
"70559","Pitt",2017,18
"70560","Pitt",2018,22
"70561","Pitt",2019,56
"70562","Pitt",2020,30
"70563","Pitt",2021,22
"70593","Pitt",2008,44
"70594","Pitt",2009,77
"70595","Pitt",2010,78
"70596","Pitt",2011,75
"70597","Pitt",2012,46
"70598","Pitt",2013,17
"70599","Pitt",2014,44
"70600","Pitt",2015,35
"70601","Pitt",2016,42
"70602","Pitt",2017,18
"70603","Pitt",2018,21
"70604","Pitt",2019,56
"70605","Pitt",2020,30
"70606","Pitt",2021,22
"70636","Pitt",2008,44
"70637","Pitt",2009,76
"70638","Pitt",2010,80
"70639","Pitt",2011,76
"70640","Pitt",2012,46
"70641","Pitt",2013,23
"70642","Pitt",2014,46
"70643","Pitt",2015,38
"70644","Pitt",2016,42
"70645","Pitt",2017,18
"70646","Pitt",2018,22
"70647","Pitt",2019,56
"70648","Pitt",2020,31
"70649","Pitt",2021,22
"70679","Pitt",2008,42
"70680","Pitt",2009,73
"70681","Pitt",2010,78
"70682","Pitt",2011,76
"70683","Pitt",2012,44
"70684","Pitt",2013,25
"70685","Pitt",2014,45
"70686","Pitt",2015,40
"70687","Pitt",2016,40
"70688","Pitt",2017,18
"70689","Pitt",2018,23
"70690","Pitt",2019,58
"70691","Pitt",2020,32
"70692","Pitt",2021,23
"70722","Pitt",2008,46
"70723","Pitt",2009,77
"70724","Pitt",2010,79
"70725","Pitt",2011,74
"70726","Pitt",2012,47
"70727","Pitt",2013,24
"70728","Pitt",2014,48
"70729","Pitt",2015,40
"70730","Pitt",2016,44
"70731","Pitt",2017,19
"70732","Pitt",2018,29
"70733","Pitt",2019,59
"70734","Pitt",2020,32
"70735","Pitt",2021,24
"70765","Pitt",2008,44
"70766","Pitt",2009,68
"70767","Pitt",2010,79
"70768","Pitt",2011,74
"70769","Pitt",2012,47
"70770","Pitt",2013,24
"70771","Pitt",2014,51
"70772","Pitt",2015,41
"70773","Pitt",2016,43
"70774","Pitt",2017,19
"70775","Pitt",2018,30
"70776","Pitt",2019,58
"70777","Pitt",2020,32
"70778","Pitt",2021,26
"70808","Pitt",2008,42
"70809","Pitt",2009,72
"70810","Pitt",2010,78
"70811","Pitt",2011,75
"70812","Pitt",2012,44
"70813","Pitt",2013,25
"70814","Pitt",2014,46
"70815","Pitt",2015,41
"70816","Pitt",2016,40
"70817","Pitt",2017,18
"70818","Pitt",2018,24
"70819","Pitt",2019,57
"70820","Pitt",2020,33
"70821","Pitt",2021,24
"70851","Pitt",2008,41
"70852","Pitt",2009,68
"70853","Pitt",2010,80
"70854","Pitt",2011,74
"70855","Pitt",2012,45
"70856","Pitt",2013,28
"70857","Pitt",2014,51
"70858","Pitt",2015,41
"70859","Pitt",2016,42
"70860","Pitt",2017,18
"70861","Pitt",2018,28
"70862","Pitt",2019,57
"70863","Pitt",2020,33
"70864","Pitt",2021,26
"70894","Polk",2008,56
"70895","Polk",2009,66
"70896","Polk",2010,57
"70897","Polk",2011,71
"70898","Polk",2012,45
"70899","Polk",2013,4
"70900","Polk",2014,12
"70901","Polk",2015,48
"70902","Polk",2016,52
"70903","Polk",2017,18
"70904","Polk",2018,26
"70905","Polk",2019,39
"70906","Polk",2020,21
"70907","Polk",2021,22
"70937","Polk",2008,53
"70938","Polk",2009,66
"70939","Polk",2010,57
"70940","Polk",2011,71
"70941","Polk",2012,43
"70942","Polk",2013,4
"70943","Polk",2014,11
"70944","Polk",2015,46
"70945","Polk",2016,51
"70946","Polk",2017,18
"70947","Polk",2018,22
"70948","Polk",2019,40
"70949","Polk",2020,21
"70950","Polk",2021,22
"70980","Polk",2008,41
"70981","Polk",2009,39
"70982","Polk",2010,41
"70983","Polk",2011,49
"70984","Polk",2012,32
"70985","Polk",2013,1
"70986","Polk",2014,4
"70987","Polk",2015,33
"70988","Polk",2016,30
"70989","Polk",2017,10
"70990","Polk",2018,8
"70991","Polk",2019,13
"70992","Polk",2020,7
"70993","Polk",2021,9
"71023","Polk",2008,30
"71024","Polk",2009,37
"71025","Polk",2010,27
"71026","Polk",2011,42
"71027","Polk",2012,25
"71028","Polk",2013,0
"71029","Polk",2014,2
"71030","Polk",2015,25
"71031","Polk",2016,19
"71032","Polk",2017,5
"71033","Polk",2018,2
"71034","Polk",2019,5
"71035","Polk",2020,2
"71036","Polk",2021,5
"71066","Polk",2008,43
"71067","Polk",2009,55
"71068","Polk",2010,46
"71069","Polk",2011,60
"71070","Polk",2012,34
"71071","Polk",2013,2
"71072","Polk",2014,9
"71073","Polk",2015,37
"71074","Polk",2016,38
"71075","Polk",2017,14
"71076","Polk",2018,12
"71077","Polk",2019,26
"71078","Polk",2020,12
"71079","Polk",2021,12
"71109","Polk",2008,14
"71110","Polk",2009,21
"71111","Polk",2010,9
"71112","Polk",2011,24
"71113","Polk",2012,13
"71114","Polk",2013,0
"71115","Polk",2014,0
"71116","Polk",2015,4
"71117","Polk",2016,2
"71118","Polk",2017,1
"71119","Polk",2018,1
"71120","Polk",2019,0
"71121","Polk",2020,0
"71122","Polk",2021,1
"71152","Polk",2008,27
"71153","Polk",2009,34
"71154","Polk",2010,20
"71155","Polk",2011,37
"71156","Polk",2012,22
"71157","Polk",2013,0
"71158","Polk",2014,1
"71159","Polk",2015,20
"71160","Polk",2016,14
"71161","Polk",2017,4
"71162","Polk",2018,1
"71163","Polk",2019,4
"71164","Polk",2020,2
"71165","Polk",2021,4
"71195","Randolph",2008,43
"71196","Randolph",2009,38
